iteration 1000, accuracy:0.3333333333333333, max accuracy:0.3333333333333333, loss:1425.4407958984375, min Loss:1425.192138671875
iteration 2000, accuracy:0.3741935483870968, max accuracy:0.3741935483870968, loss:1405.18798828125, min Loss:1404.958984375
iteration 3000, accuracy:0.4043010752688172, max accuracy:0.4043010752688172, loss:1369.6851806640625, min Loss:1369.550048828125
iteration 4000, accuracy:0.4172043010752688, max accuracy:0.4172043010752688, loss:1315.7164306640625, min Loss:1310.9609375
iteration 5000, accuracy:0.4021505376344086, max accuracy:0.4172043010752688, loss:1266.0517578125, min Loss:1264.9483642578125
iteration 6000, accuracy:0.43655913978494626, max accuracy:0.43655913978494626, loss:1232.72705078125, min Loss:1226.777587890625
iteration 7000, accuracy:0.4258064516129032, max accuracy:0.43655913978494626, loss:1194.826171875, min Loss:1190.38232421875
iteration 8000, accuracy:0.43655913978494626, max accuracy:0.43655913978494626, loss:1158.7462158203125, min Loss:1156.1414794921875
iteration 9000, accuracy:0.4236559139784946, max accuracy:0.43655913978494626, loss:1140.71044921875, min Loss:1128.65283203125
iteration 10000, accuracy:0.44731182795698926, max accuracy:0.44731182795698926, loss:1107.5257568359375, min Loss:1102.0369873046875
iteration 11000, accuracy:0.432258064516129, max accuracy:0.44731182795698926, loss:1078.14990234375, min Loss:1073.6983642578125
iteration 12000, accuracy:0.43655913978494626, max accuracy:0.44731182795698926, loss:1069.174072265625, min Loss:1048.026611328125
iteration 13000, accuracy:0.45806451612903226, max accuracy:0.45806451612903226, loss:1036.15869140625, min Loss:1017.3924560546875
iteration 14000, accuracy:0.42795698924731185, max accuracy:0.45806451612903226, loss:1011.9859008789062, min Loss:993.351806640625
iteration 15000, accuracy:0.4258064516129032, max accuracy:0.45806451612903226, loss:974.470458984375, min Loss:965.1835327148438
iteration 16000, accuracy:0.42795698924731185, max accuracy:0.45806451612903226, loss:951.6790161132812, min Loss:941.94140625
iteration 17000, accuracy:0.4129032258064516, max accuracy:0.45806451612903226, loss:951.203125, min Loss:917.8006591796875
iteration 18000, accuracy:0.3741935483870968, max accuracy:0.45806451612903226, loss:909.4636840820312, min Loss:896.9412841796875
iteration 19000, accuracy:0.43870967741935485, max accuracy:0.45806451612903226, loss:897.2412719726562, min Loss:875.1712646484375
iteration 20000, accuracy:0.37849462365591396, max accuracy:0.45806451612903226, loss:865.88330078125, min Loss:853.9991455078125
iteration 21000, accuracy:0.3827956989247312, max accuracy:0.45806451612903226, loss:878.5147705078125, min Loss:832.03515625
iteration 22000, accuracy:0.43870967741935485, max accuracy:0.45806451612903226, loss:815.4710083007812, min Loss:812.288818359375
iteration 23000, accuracy:0.443010752688172, max accuracy:0.45806451612903226, loss:818.5693969726562, min Loss:794.6856689453125
iteration 24000, accuracy:0.44731182795698926, max accuracy:0.45806451612903226, loss:786.3057861328125, min Loss:778.3986206054688
iteration 25000, accuracy:0.3978494623655914, max accuracy:0.45806451612903226, loss:776.7052612304688, min Loss:759.519775390625
iteration 26000, accuracy:0.432258064516129, max accuracy:0.45806451612903226, loss:746.4232177734375, min Loss:744.1699829101562
iteration 27000, accuracy:0.4064516129032258, max accuracy:0.45806451612903226, loss:751.9041137695312, min Loss:730.338134765625
iteration 28000, accuracy:0.37849462365591396, max accuracy:0.45806451612903226, loss:751.0042114257812, min Loss:718.451416015625
iteration 29000, accuracy:0.443010752688172, max accuracy:0.45806451612903226, loss:716.7645874023438, min Loss:704.3130493164062
iteration 30000, accuracy:0.4, max accuracy:0.45806451612903226, loss:714.330810546875, min Loss:692.5250244140625
iteration 31000, accuracy:0.421505376344086, max accuracy:0.45806451612903226, loss:693.45068359375, min Loss:684.0089721679688
iteration 32000, accuracy:0.3827956989247312, max accuracy:0.45806451612903226, loss:686.9340209960938, min Loss:672.900634765625
iteration 33000, accuracy:0.3978494623655914, max accuracy:0.45806451612903226, loss:685.4016723632812, min Loss:661.7817993164062
iteration 34000, accuracy:0.4064516129032258, max accuracy:0.45806451612903226, loss:695.7264404296875, min Loss:652.9234619140625
iteration 35000, accuracy:0.44946236559139785, max accuracy:0.45806451612903226, loss:666.1836547851562, min Loss:642.9689331054688
iteration 36000, accuracy:0.45161290322580644, max accuracy:0.45806451612903226, loss:652.0374755859375, min Loss:632.00830078125
iteration 37000, accuracy:0.40860215053763443, max accuracy:0.45806451612903226, loss:635.56396484375, min Loss:622.7369995117188
iteration 38000, accuracy:0.4, max accuracy:0.45806451612903226, loss:658.069580078125, min Loss:611.9628295898438
iteration 39000, accuracy:0.443010752688172, max accuracy:0.45806451612903226, loss:614.3057250976562, min Loss:602.3580322265625
iteration 40000, accuracy:0.41935483870967744, max accuracy:0.45806451612903226, loss:620.03564453125, min Loss:594.8395385742188
iteration 41000, accuracy:0.35913978494623655, max accuracy:0.45806451612903226, loss:701.844970703125, min Loss:585.2056884765625
iteration 42000, accuracy:0.3763440860215054, max accuracy:0.45806451612903226, loss:646.169677734375, min Loss:578.1827392578125
iteration 43000, accuracy:0.43870967741935485, max accuracy:0.45806451612903226, loss:574.6737670898438, min Loss:571.8917236328125
iteration 44000, accuracy:0.45161290322580644, max accuracy:0.45806451612903226, loss:581.8250122070312, min Loss:566.3739624023438
iteration 45000, accuracy:0.4236559139784946, max accuracy:0.45806451612903226, loss:561.2985229492188, min Loss:556.4616088867188
iteration 46000, accuracy:0.45161290322580644, max accuracy:0.45806451612903226, loss:594.4085693359375, min Loss:552.6466674804688
iteration 47000, accuracy:0.4258064516129032, max accuracy:0.45806451612903226, loss:549.3569946289062, min Loss:543.6778564453125
iteration 48000, accuracy:0.443010752688172, max accuracy:0.45806451612903226, loss:542.8699340820312, min Loss:538.4774169921875
