iteration 1000, accuracy:0.3866133866133866, max accuracy:0.3866133866133866, loss:13.803170204162598, min Loss:13.788101196289062
iteration 2000, accuracy:0.44555444555444557, max accuracy:0.44555444555444557, loss:13.724706649780273, min Loss:13.711777687072754
iteration 3000, accuracy:0.4565434565434565, max accuracy:0.4565434565434565, loss:13.421411514282227, min Loss:13.421411514282227
iteration 4000, accuracy:0.4180819180819181, max accuracy:0.4565434565434565, loss:13.063711166381836, min Loss:13.058305740356445
iteration 5000, accuracy:0.43606393606393606, max accuracy:0.4565434565434565, loss:12.774511337280273, min Loss:12.74658489227295
iteration 6000, accuracy:0.44755244755244755, max accuracy:0.4565434565434565, loss:12.460846900939941, min Loss:12.440882682800293
iteration 7000, accuracy:0.4405594405594406, max accuracy:0.4565434565434565, loss:12.170607566833496, min Loss:12.157617568969727
iteration 8000, accuracy:0.43956043956043955, max accuracy:0.4565434565434565, loss:11.918941497802734, min Loss:11.867720603942871
iteration 9000, accuracy:0.43656343656343655, max accuracy:0.4565434565434565, loss:11.654902458190918, min Loss:11.572152137756348
iteration 10000, accuracy:0.4325674325674326, max accuracy:0.4565434565434565, loss:11.442938804626465, min Loss:11.344057083129883
iteration 11000, accuracy:0.45554445554445555, max accuracy:0.4565434565434565, loss:11.137552261352539, min Loss:11.13361644744873
iteration 12000, accuracy:0.44655344655344653, max accuracy:0.4565434565434565, loss:10.96279525756836, min Loss:10.941221237182617
iteration 13000, accuracy:0.4275724275724276, max accuracy:0.4565434565434565, loss:10.996282577514648, min Loss:10.754792213439941
iteration 14000, accuracy:0.43756243756243757, max accuracy:0.4565434565434565, loss:10.635235786437988, min Loss:10.5999174118042
iteration 15000, accuracy:0.43506493506493504, max accuracy:0.4565434565434565, loss:10.53744125366211, min Loss:10.410927772521973
iteration 16000, accuracy:0.35364635364635366, max accuracy:0.4565434565434565, loss:10.425383567810059, min Loss:10.254783630371094
iteration 17000, accuracy:0.4500499500499501, max accuracy:0.4565434565434565, loss:10.13977336883545, min Loss:10.107534408569336
iteration 18000, accuracy:0.4260739260739261, max accuracy:0.4565434565434565, loss:10.278230667114258, min Loss:9.93599796295166
iteration 19000, accuracy:0.3926073926073926, max accuracy:0.4565434565434565, loss:10.023139953613281, min Loss:9.82321834564209
iteration 20000, accuracy:0.3836163836163836, max accuracy:0.4565434565434565, loss:9.779292106628418, min Loss:9.679040908813477
iteration 21000, accuracy:0.4230769230769231, max accuracy:0.4565434565434565, loss:9.637240409851074, min Loss:9.5310640335083
iteration 22000, accuracy:0.35414585414585414, max accuracy:0.4565434565434565, loss:10.295989036560059, min Loss:9.416184425354004
iteration 23000, accuracy:0.42957042957042957, max accuracy:0.4565434565434565, loss:9.342218399047852, min Loss:9.283954620361328
iteration 24000, accuracy:0.4320679320679321, max accuracy:0.4565434565434565, loss:9.270798683166504, min Loss:9.144640922546387
iteration 25000, accuracy:0.44005994005994004, max accuracy:0.4565434565434565, loss:9.11627197265625, min Loss:9.04473876953125
