iteration 1000, accuracy:0.3509090909090909, max accuracy:0.3509090909090909, loss:1208.6068115234375, min Loss:1208.6068115234375
iteration 2000, accuracy:0.3927272727272727, max accuracy:0.3927272727272727, loss:1201.451904296875, min Loss:1201.18115234375
iteration 3000, accuracy:0.3563636363636364, max accuracy:0.3927272727272727, loss:1187.194580078125, min Loss:1187.194580078125
iteration 4000, accuracy:0.40545454545454546, max accuracy:0.40545454545454546, loss:1165.2965087890625, min Loss:1164.3201904296875
iteration 5000, accuracy:0.4163636363636364, max accuracy:0.4163636363636364, loss:1134.3843994140625, min Loss:1134.3843994140625
iteration 6000, accuracy:0.42, max accuracy:0.42, loss:1110.5137939453125, min Loss:1108.9549560546875
iteration 7000, accuracy:0.4218181818181818, max accuracy:0.4218181818181818, loss:1085.25830078125, min Loss:1082.7298583984375
iteration 8000, accuracy:0.4290909090909091, max accuracy:0.4290909090909091, loss:1056.241455078125, min Loss:1054.0723876953125
iteration 9000, accuracy:0.43272727272727274, max accuracy:0.43272727272727274, loss:1026.1868896484375, min Loss:1025.889892578125
iteration 10000, accuracy:0.44181818181818183, max accuracy:0.44181818181818183, loss:1004.6156616210938, min Loss:1000.7448120117188
iteration 11000, accuracy:0.45454545454545453, max accuracy:0.45454545454545453, loss:974.84619140625, min Loss:972.4976196289062
iteration 12000, accuracy:0.45454545454545453, max accuracy:0.45454545454545453, loss:959.0588989257812, min Loss:946.208740234375
iteration 13000, accuracy:0.4218181818181818, max accuracy:0.45454545454545453, loss:921.4741821289062, min Loss:917.4782104492188
iteration 14000, accuracy:0.44, max accuracy:0.45454545454545453, loss:894.6777954101562, min Loss:890.52880859375
iteration 15000, accuracy:0.43454545454545457, max accuracy:0.45454545454545453, loss:876.7841186523438, min Loss:867.568359375
iteration 16000, accuracy:0.43272727272727274, max accuracy:0.45454545454545453, loss:855.3253784179688, min Loss:843.7527465820312
iteration 17000, accuracy:0.40545454545454546, max accuracy:0.45454545454545453, loss:823.88037109375, min Loss:818.9158935546875
iteration 18000, accuracy:0.40545454545454546, max accuracy:0.45454545454545453, loss:797.6373901367188, min Loss:796.34228515625
iteration 19000, accuracy:0.42363636363636364, max accuracy:0.45454545454545453, loss:779.178466796875, min Loss:777.2332763671875
iteration 20000, accuracy:0.42363636363636364, max accuracy:0.45454545454545453, loss:756.7833251953125, min Loss:756.7833251953125
iteration 21000, accuracy:0.4127272727272727, max accuracy:0.45454545454545453, loss:740.74072265625, min Loss:740.74072265625
iteration 22000, accuracy:0.4036363636363636, max accuracy:0.45454545454545453, loss:737.9697265625, min Loss:723.4908447265625
iteration 23000, accuracy:0.4218181818181818, max accuracy:0.45454545454545453, loss:733.9705200195312, min Loss:709.7228393554688
iteration 24000, accuracy:0.4218181818181818, max accuracy:0.45454545454545453, loss:708.8368530273438, min Loss:695.0419921875
iteration 25000, accuracy:0.3690909090909091, max accuracy:0.45454545454545453, loss:694.9592895507812, min Loss:681.6787109375
iteration 26000, accuracy:0.3781818181818182, max accuracy:0.45454545454545453, loss:679.277099609375, min Loss:671.7310180664062
iteration 27000, accuracy:0.38545454545454544, max accuracy:0.45454545454545453, loss:662.29638671875, min Loss:660.2469482421875
iteration 28000, accuracy:0.35818181818181816, max accuracy:0.45454545454545453, loss:661.073974609375, min Loss:647.9627075195312
iteration 29000, accuracy:0.38545454545454544, max accuracy:0.45454545454545453, loss:646.3526000976562, min Loss:637.5036010742188
iteration 30000, accuracy:0.3890909090909091, max accuracy:0.45454545454545453, loss:631.3396606445312, min Loss:626.616455078125
iteration 31000, accuracy:0.42727272727272725, max accuracy:0.45454545454545453, loss:624.2078857421875, min Loss:617.1502685546875
iteration 32000, accuracy:0.3890909090909091, max accuracy:0.45454545454545453, loss:622.6963500976562, min Loss:607.5423583984375
iteration 33000, accuracy:0.41818181818181815, max accuracy:0.45454545454545453, loss:632.9181518554688, min Loss:599.5318603515625
iteration 34000, accuracy:0.42727272727272725, max accuracy:0.45454545454545453, loss:610.2169799804688, min Loss:590.7445678710938
iteration 35000, accuracy:0.37454545454545457, max accuracy:0.45454545454545453, loss:619.9169311523438, min Loss:583.7174072265625
