iteration 1000, accuracy:0.3937575030012005, max accuracy:0.3937575030012005, loss:890.0170288085938, min Loss:890.0170288085938
iteration 2000, accuracy:0.39615846338535415, max accuracy:0.39615846338535415, loss:881.8814086914062, min Loss:881.33837890625
iteration 3000, accuracy:0.48139255702280914, max accuracy:0.48139255702280914, loss:871.5859375, min Loss:871.5197143554688
iteration 4000, accuracy:0.4777911164465786, max accuracy:0.48139255702280914, loss:858.5845336914062, min Loss:856.7109375
iteration 5000, accuracy:0.41536614645858344, max accuracy:0.48139255702280914, loss:846.3229370117188, min Loss:842.5985107421875
iteration 6000, accuracy:0.4249699879951981, max accuracy:0.48139255702280914, loss:821.3408813476562, min Loss:820.71435546875
iteration 7000, accuracy:0.3985594237695078, max accuracy:0.48139255702280914, loss:798.9093017578125, min Loss:792.2694702148438
iteration 8000, accuracy:0.3505402160864346, max accuracy:0.48139255702280914, loss:773.2730102539062, min Loss:767.369140625
iteration 9000, accuracy:0.3997599039615846, max accuracy:0.48139255702280914, loss:751.5573120117188, min Loss:741.840576171875
iteration 10000, accuracy:0.35294117647058826, max accuracy:0.48139255702280914, loss:728.9281616210938, min Loss:717.4708862304688
iteration 11000, accuracy:0.42737094837935174, max accuracy:0.48139255702280914, loss:699.5558471679688, min Loss:697.3536987304688
iteration 12000, accuracy:0.39135654261704683, max accuracy:0.48139255702280914, loss:679.1952514648438, min Loss:675.717041015625
iteration 13000, accuracy:0.3397358943577431, max accuracy:0.48139255702280914, loss:668.6226196289062, min Loss:653.8844604492188
iteration 14000, accuracy:0.4477791116446579, max accuracy:0.48139255702280914, loss:633.4088745117188, min Loss:632.3665771484375
iteration 15000, accuracy:0.43937575030012005, max accuracy:0.48139255702280914, loss:615.4347534179688, min Loss:608.482177734375
iteration 16000, accuracy:0.37695078031212487, max accuracy:0.48139255702280914, loss:589.9786987304688, min Loss:581.572998046875
iteration 17000, accuracy:0.4057623049219688, max accuracy:0.48139255702280914, loss:559.5486450195312, min Loss:558.356201171875
iteration 18000, accuracy:0.3793517406962785, max accuracy:0.48139255702280914, loss:543.7821655273438, min Loss:535.1197509765625
iteration 19000, accuracy:0.4345738295318127, max accuracy:0.48139255702280914, loss:520.3679809570312, min Loss:510.63079833984375
iteration 20000, accuracy:0.3709483793517407, max accuracy:0.48139255702280914, loss:503.8968200683594, min Loss:492.8577880859375
iteration 21000, accuracy:0.3577430972388956, max accuracy:0.48139255702280914, loss:495.3272399902344, min Loss:475.0646057128906
iteration 22000, accuracy:0.3205282112845138, max accuracy:0.48139255702280914, loss:480.039306640625, min Loss:462.0440673828125
iteration 23000, accuracy:0.2965186074429772, max accuracy:0.48139255702280914, loss:459.0721435546875, min Loss:446.08221435546875
iteration 24000, accuracy:0.4177671068427371, max accuracy:0.48139255702280914, loss:435.8763122558594, min Loss:433.5898132324219
iteration 25000, accuracy:0.3097238895558223, max accuracy:0.48139255702280914, loss:445.17236328125, min Loss:422.22930908203125
iteration 26000, accuracy:0.3289315726290516, max accuracy:0.48139255702280914, loss:448.50360107421875, min Loss:410.53009033203125
iteration 27000, accuracy:0.42016806722689076, max accuracy:0.48139255702280914, loss:405.791015625, min Loss:401.1143798828125
iteration 28000, accuracy:0.4189675870348139, max accuracy:0.48139255702280914, loss:397.70745849609375, min Loss:391.876708984375
iteration 29000, accuracy:0.42016806722689076, max accuracy:0.48139255702280914, loss:386.3827209472656, min Loss:380.612548828125
iteration 30000, accuracy:0.39135654261704683, max accuracy:0.48139255702280914, loss:373.4708557128906, min Loss:373.4708557128906
iteration 31000, accuracy:0.4141656662665066, max accuracy:0.48139255702280914, loss:371.4488220214844, min Loss:363.1625061035156
iteration 32000, accuracy:0.368547418967587, max accuracy:0.48139255702280914, loss:364.7363586425781, min Loss:357.40753173828125
iteration 33000, accuracy:0.4069627851140456, max accuracy:0.48139255702280914, loss:358.2940673828125, min Loss:350.8966064453125
iteration 34000, accuracy:0.39135654261704683, max accuracy:0.48139255702280914, loss:348.471923828125, min Loss:344.06610107421875
iteration 35000, accuracy:0.3793517406962785, max accuracy:0.48139255702280914, loss:358.96514892578125, min Loss:337.1176452636719
iteration 36000, accuracy:0.3817527010804322, max accuracy:0.48139255702280914, loss:339.3352966308594, min Loss:329.34033203125
iteration 37000, accuracy:0.3241296518607443, max accuracy:0.48139255702280914, loss:370.7965087890625, min Loss:323.86126708984375
iteration 38000, accuracy:0.47418967587034816, max accuracy:0.48139255702280914, loss:338.5361328125, min Loss:317.05059814453125
